,Value,Successor,Res_Cap1,Res_Cap2,Res_Cap3,Res_Cap4,Time,Best Order,Best Successor,"r[j]-OC[j,c,t]"
135521,145.0,"[135520, 150282, 136972, 151503, 151613, 136862]",1,8,1,10,1,4,151503,220.0
150282,0.0,['end'],0,8,0,10,0,0,0,0.0
136742,145.0,"[152834, 138083, 136741, 151503, 138193, 152724]",1,7,2,9,1,4,152724,220.0
151503,0.0,['end'],0,7,1,9,0,0,0,0.0
152724,0.0,['end'],0,6,2,8,0,0,0,0.0
136852,145.0,"[152834, 152944, 138193, 136851, 151613, 138303]",1,7,1,10,1,4,152834,220.0
152834,0.0,['end'],0,6,1,9,0,0,0,0.0
152944,0.0,['end'],0,6,0,10,0,0,0,0.0
151613,0.0,['end'],0,7,0,10,0,0,0,0.0
91358,422.0,"[106119, 92809, 107340, 107450, 92699, 91357]",4,8,3,10,3,1,106119,100.0
106119,267.0,"[122211, 107460, 106118, 120880, 107570, 122101]",3,8,2,10,2,4,122101,220.0
120880,145.0,"[136972, 122221, 120879, 135641, 122331, 136862]",2,8,1,10,1,4,136862,220.0
135641,0.0,['end'],1,8,0,10,0,0,0,0.0
92809,267.0,"[108901, 94150, 92808, 107570, 94260, 108791]",4,7,2,10,2,4,108791,220.0
107570,145.0,"[123552, 123662, 108911, 107569, 122331, 109021]",3,7,1,10,1,4,123552,220.0
122331,0.0,['end'],2,7,0,10,0,0,0,0.0
94260,145.0,"[110242, 110352, 95601, 94259, 109021, 95711]",4,6,1,10,1,4,110242,220.0
109021,0.0,['end'],3,6,0,10,0,0,0,0.0
95711,0.0,['end'],4,5,0,10,0,0,0,0.0
107450,267.0,"[122211, 108901, 123432, 123542, 108791, 107449]",3,7,2,10,2,4,123432,220.0
122211,145.0,"[123552, 122210, 136972, 123662, 138193, 138303]",2,7,1,10,1,4,138193,220.0
136972,0.0,['end'],1,7,0,10,0,0,0,0.0
108901,145.0,"[124993, 110242, 108900, 123662, 110352, 124883]",3,6,1,10,1,4,124883,220.0
123662,0.0,['end'],2,6,0,10,0,0,0,0.0
110352,0.0,['end'],3,5,0,10,0,0,0,0.0
123542,145.0,"[124993, 139524, 139634, 124883, 123541, 138303]",2,6,1,10,1,4,139524,220.0
124993,0.0,['end'],2,5,0,10,0,0,0,0.0
139634,0.0,['end'],1,5,0,10,0,0,0,0.0
138303,0.0,['end'],1,6,0,10,0,0,0,0.0
75156,599.0,"[91138, 91248, 76497, 75155, 89917, 76607]",5,9,5,9,4,3,91248,200.0
91138,422.0,"[91137, 105899, 92589, 107120, 107230, 92479]",4,8,5,8,3,1,105899,100.0
107120,267.0,"[123212, 108461, 107119, 121881, 108571, 123102]",3,7,5,7,2,4,123102,220.0
123102,145.0,"[137863, 124553, 139084, 139194, 124443, 123101]",2,6,5,6,1,4,139084,220.0
139084,0.0,['end'],1,5,5,5,0,0,0,0.0
91248,422.0,"[107340, 92589, 91247, 106009, 92699, 107230]",4,8,4,9,3,1,106009,100.0
107340,267.0,"[123432, 108681, 107339, 122101, 108791, 123322]",3,7,3,9,2,4,123322,220.0
123432,145.0,"[139524, 124773, 123431, 138193, 124883, 139414]",2,6,2,9,1,4,139414,220.0
139524,0.0,['end'],1,5,1,9,0,0,0,0.0
107230,267.0,"[121991, 108681, 123212, 123322, 108571, 107229]",3,7,4,8,2,4,123212,220.0
123212,145.0,"[139304, 124553, 123211, 137973, 124663, 139194]",2,6,4,7,1,4,139194,220.0
139194,0.0,['end'],1,5,4,6,0,0,0,0.0
123322,145.0,"[138083, 124773, 139304, 139414, 124663, 123321]",2,6,3,8,1,4,139304,220.0
76497,422.0,"[92589, 77838, 76496, 91258, 77948, 92479]",5,8,5,8,3,1,91258,100.0
77838,267.0,"[93930, 79179, 77837, 92599, 79289, 93820]",5,7,5,7,2,4,93820,220.0
79179,145.0,"[95271, 80520, 79178, 93940, 80630, 95161]",5,6,5,6,1,4,95161,220.0
80520,0.0,['end'],5,5,5,5,0,0,0,0.0
92479,267.0,"[107240, 93930, 108461, 108571, 93820, 92478]",4,7,5,7,2,4,108461,220.0
108461,145.0,"[124553, 109802, 108460, 123222, 109912, 124443]",3,6,5,6,1,4,124443,220.0
124443,0.0,['end'],2,5,5,5,0,0,0,0.0
93820,145.0,"[108581, 95271, 109802, 109912, 95161, 93819]",4,6,5,6,1,4,109802,220.0
109802,0.0,['end'],3,5,5,5,0,0,0,0.0
95161,0.0,['end'],4,5,5,5,0,0,0,0.0
89917,422.0,"[104678, 91368, 105899, 106009, 91258, 89916]",4,9,4,9,3,1,104678,100.0
104678,267.0,"[120770, 106019, 104677, 119439, 106129, 120660]",3,9,3,9,2,4,120660,220.0
119439,145.0,"[135531, 120780, 119438, 134200, 120890, 135421]",2,9,2,9,1,4,135421,220.0
134200,0.0,['end'],1,9,1,9,0,0,0,0.0
105899,267.0,"[121991, 107240, 105898, 120660, 107350, 121881]",3,8,4,8,2,4,121881,220.0
120660,145.0,"[136642, 136752, 122001, 120659, 135421, 122111]",2,8,3,8,1,4,136642,220.0
135421,0.0,['end'],1,8,2,8,0,0,0,0.0
121881,145.0,"[136642, 123332, 137863, 137973, 123222, 121880]",2,7,4,7,1,4,137863,220.0
136642,0.0,['end'],1,7,3,7,0,0,0,0.0
137863,0.0,['end'],1,6,4,6,0,0,0,0.0
106009,267.0,"[120770, 107460, 121991, 122101, 107350, 106008]",3,8,3,9,2,4,121991,220.0
120770,145.0,"[120769, 135531, 122221, 136752, 136862, 122111]",2,8,2,9,1,4,136752,220.0
135531,0.0,['end'],1,8,1,9,0,0,0,0.0
121991,145.0,"[138083, 123332, 121990, 136752, 123442, 137973]",2,7,3,8,1,4,137973,220.0
136752,0.0,['end'],1,7,2,8,0,0,0,0.0
137973,0.0,['end'],1,6,3,7,0,0,0,0.0
122101,145.0,"[123552, 138083, 138193, 123442, 122100, 136862]",2,7,2,9,1,4,138083,220.0
138083,0.0,['end'],1,6,2,8,0,0,0,0.0
138193,0.0,['end'],1,6,1,9,0,0,0,0.0
136862,0.0,['end'],1,7,1,9,0,0,0,0.0
91258,267.0,"[106019, 92709, 107240, 107350, 92599, 91257]",4,8,4,8,2,4,107240,220.0
106019,145.0,"[107360, 106018, 120780, 107470, 122001, 122111]",3,8,3,8,1,4,122001,220.0
120780,0.0,['end'],2,8,2,8,0,0,0,0.0
107240,145.0,"[123332, 108581, 107239, 122001, 108691, 123222]",3,7,4,7,1,4,123222,220.0
122001,0.0,['end'],2,7,3,7,0,0,0,0.0
123222,0.0,['end'],2,6,4,6,0,0,0,0.0
92599,145.0,"[107360, 94050, 108581, 108691, 93940, 92598]",4,7,4,7,1,4,108581,220.0
107360,0.0,['end'],3,7,3,7,0,0,0,0.0
108581,0.0,['end'],3,6,4,6,0,0,0,0.0
93940,0.0,['end'],4,6,4,6,0,0,0,0.0
76607,422.0,"[91368, 78058, 92589, 92699, 77948, 76606]",5,8,4,9,3,1,91368,100.0
91368,267.0,"[107460, 92709, 91367, 106129, 92819, 107350]",4,8,3,9,2,4,107350,220.0
106129,145.0,"[122221, 107470, 106128, 120890, 107580, 122111]",3,8,2,9,1,4,122111,220.0
120890,0.0,['end'],2,8,1,9,0,0,0,0.0
78058,267.0,"[94150, 79399, 78057, 92819, 79509, 94040]",5,7,3,9,2,4,94040,220.0
92819,145.0,"[108801, 108911, 94160, 92818, 107580, 94270]",4,7,2,9,1,4,108801,220.0
107580,0.0,['end'],3,7,1,9,0,0,0,0.0
79509,145.0,"[80960, 95491, 95601, 80850, 79508, 94270]",5,6,2,9,1,4,95491,220.0
80960,0.0,['end'],5,5,1,9,0,0,0,0.0
94270,0.0,['end'],4,6,1,9,0,0,0,0.0
92589,267.0,"[108681, 93930, 92588, 107350, 94040, 108571]",4,7,4,8,2,4,108571,220.0
107350,145.0,"[108801, 123332, 123442, 108691, 107349, 122111]",3,7,3,8,1,4,123332,220.0
122111,0.0,['end'],2,7,2,8,0,0,0,0.0
108571,145.0,"[123332, 110022, 124553, 124663, 109912, 108570]",3,6,4,7,1,4,124553,220.0
123332,0.0,['end'],2,6,3,7,0,0,0,0.0
124553,0.0,['end'],2,5,4,6,0,0,0,0.0
92699,267.0,"[107460, 94150, 108681, 108791, 94040, 92698]",4,7,3,9,2,4,108681,220.0
107460,145.0,"[123552, 108801, 107459, 122221, 108911, 123442]",3,7,2,9,1,4,123442,220.0
122221,0.0,['end'],2,7,1,9,0,0,0,0.0
94150,145.0,"[110242, 95491, 94149, 108911, 95601, 110132]",4,6,2,9,1,4,110132,220.0
108911,0.0,['end'],3,6,1,9,0,0,0,0.0
95601,0.0,['end'],4,5,1,9,0,0,0,0.0
108681,145.0,"[124773, 110022, 108680, 123442, 110132, 124663]",3,6,3,8,1,4,124663,220.0
123442,0.0,['end'],2,6,2,8,0,0,0,0.0
124663,0.0,['end'],2,5,3,7,0,0,0,0.0
108791,145.0,"[123552, 110242, 124773, 124883, 110132, 108790]",3,6,2,9,1,4,124773,220.0
123552,0.0,['end'],2,6,1,9,0,0,0,0.0
110242,0.0,['end'],3,5,1,9,0,0,0,0.0
124773,0.0,['end'],2,5,2,8,0,0,0,0.0
124883,0.0,['end'],2,5,1,9,0,0,0,0.0
77948,267.0,"[92709, 79399, 93930, 94040, 79289, 77947]",5,7,4,8,2,4,93930,220.0
92709,145.0,"[108801, 94050, 92708, 107470, 94160, 108691]",4,7,3,8,1,4,108691,220.0
107470,0.0,['end'],3,7,2,8,0,0,0,0.0
79399,145.0,"[95491, 80740, 79398, 94160, 80850, 95381]",5,6,3,8,1,4,95381,220.0
94160,0.0,['end'],4,6,2,8,0,0,0,0.0
80850,0.0,['end'],5,5,2,8,0,0,0,0.0
93930,145.0,"[110022, 95271, 93929, 108691, 95381, 109912]",4,6,4,7,1,4,109912,220.0
108691,0.0,['end'],3,6,3,7,0,0,0,0.0
109912,0.0,['end'],3,5,4,6,0,0,0,0.0
94040,145.0,"[108801, 95491, 110022, 110132, 95381, 94039]",4,6,3,8,1,4,110022,220.0
108801,0.0,['end'],3,6,2,8,0,0,0,0.0
95491,0.0,['end'],4,5,2,8,0,0,0,0.0
110022,0.0,['end'],3,5,3,7,0,0,0,0.0
110132,0.0,['end'],3,5,2,8,0,0,0,0.0
79289,145.0,"[94050, 80740, 95271, 95381, 80630, 79288]",5,6,4,7,1,4,95271,220.0
94050,0.0,['end'],4,6,3,7,0,0,0,0.0
80740,0.0,['end'],5,5,3,7,0,0,0,0.0
95271,0.0,['end'],4,5,4,6,0,0,0,0.0
95381,0.0,['end'],4,5,3,7,0,0,0,0.0
80630,0.0,['end'],5,5,4,6,0,0,0,0.0
73814,599.0,"[75265, 89796, 89906, 75155, 73813, 88575]",5,10,5,10,4,3,89906,200.0
75265,422.0,"[75264, 90026, 76716, 91247, 91357, 76606]",5,9,4,10,3,1,90026,100.0
76716,267.0,"[92808, 78057, 76715, 91477, 78167, 92698]",5,8,3,10,2,4,92698,220.0
78167,145.0,"[92928, 79618, 94149, 94259, 79508, 78166]",5,7,2,10,1,4,94149,220.0
79618,0.0,['end'],5,6,1,10,0,0,0,0.0
89796,422.0,"[105888, 91137, 89795, 104557, 91247, 105778]",4,9,5,9,3,1,104557,100.0
105778,267.0,"[121760, 121870, 107119, 105777, 120539, 107229]",3,8,5,8,2,4,121760,220.0
121760,145.0,"[136521, 123211, 137742, 137852, 123101, 121759]",2,7,5,7,1,4,137742,220.0
137742,0.0,['end'],1,6,5,6,0,0,0,0.0
89906,422.0,"[105888, 105998, 91247, 89905, 104667, 91357]",4,9,4,10,3,1,104667,100.0
105888,267.0,"[120649, 107339, 121870, 121980, 107229, 105887]",3,8,4,9,2,4,121870,220.0
121870,145.0,"[137962, 123211, 121869, 136631, 123321, 137852]",2,7,4,8,1,4,137852,220.0
137852,0.0,['end'],1,6,4,7,0,0,0,0.0
105998,267.0,"[122090, 107339, 105997, 120759, 107449, 121980]",3,8,3,10,2,4,121980,220.0
122090,145.0,"[138182, 123431, 122089, 136851, 123541, 138072]",2,7,2,10,1,4,138072,220.0
138182,0.0,['end'],1,6,1,10,0,0,0,0.0
121980,145.0,"[136741, 123431, 137962, 138072, 123321, 121979]",2,7,3,9,1,4,137962,220.0
137962,0.0,['end'],1,6,3,8,0,0,0,0.0
138072,0.0,['end'],1,6,2,9,0,0,0,0.0
91357,267.0,"[106118, 92808, 107339, 107449, 92698, 91356]",4,8,3,10,2,4,107339,220.0
92808,145.0,"[108900, 94149, 92807, 107569, 94259, 108790]",4,7,2,10,1,4,108790,220.0
94259,0.0,['end'],4,6,1,10,0,0,0,0.0
107449,145.0,"[122210, 108900, 123431, 123541, 108790, 107448]",3,7,2,10,1,4,123431,220.0
108900,0.0,['end'],3,6,1,10,0,0,0,0.0
123541,0.0,['end'],2,6,1,10,0,0,0,0.0
75155,422.0,"[91137, 91247, 76496, 75154, 89916, 76606]",5,9,5,9,3,1,89916,100.0
91137,267.0,"[91136, 105898, 92588, 107119, 107229, 92478]",4,8,5,8,2,4,107119,220.0
107119,145.0,"[123211, 108460, 107118, 121880, 108570, 123101]",3,7,5,7,1,4,123101,220.0
123101,0.0,['end'],2,6,5,6,0,0,0,0.0
91247,267.0,"[107339, 92588, 91246, 106008, 92698, 107229]",4,8,4,9,2,4,107229,220.0
107339,145.0,"[123431, 108680, 107338, 122100, 108790, 123321]",3,7,3,9,1,4,123321,220.0
123431,0.0,['end'],2,6,2,9,0,0,0,0.0
107229,145.0,"[121990, 108680, 123211, 123321, 108570, 107228]",3,7,4,8,1,4,123211,220.0
123211,0.0,['end'],2,6,4,7,0,0,0,0.0
123321,0.0,['end'],2,6,3,8,0,0,0,0.0
76496,267.0,"[92588, 77837, 76495, 91257, 77947, 92478]",5,8,5,8,2,4,92478,220.0
77837,145.0,"[93929, 79178, 77836, 92598, 79288, 93819]",5,7,5,7,1,4,93819,220.0
79178,0.0,['end'],5,6,5,6,0,0,0,0.0
92478,145.0,"[107239, 93929, 108460, 108570, 93819, 92477]",4,7,5,7,1,4,108460,220.0
108460,0.0,['end'],3,6,5,6,0,0,0,0.0
93819,0.0,['end'],4,6,5,6,0,0,0,0.0
76606,267.0,"[91367, 78057, 92588, 92698, 77947, 76605]",5,8,4,9,2,4,92588,220.0
78057,145.0,"[94149, 79398, 78056, 92818, 79508, 94039]",5,7,3,9,1,4,94039,220.0
79508,0.0,['end'],5,6,2,9,0,0,0,0.0
92588,145.0,"[108680, 93929, 92587, 107349, 94039, 108570]",4,7,4,8,1,4,108570,220.0
108570,0.0,['end'],3,6,4,7,0,0,0,0.0
92698,145.0,"[107459, 94149, 108680, 108790, 94039, 92697]",4,7,3,9,1,4,108680,220.0
94149,0.0,['end'],4,6,2,9,0,0,0,0.0
108680,0.0,['end'],3,6,3,8,0,0,0,0.0
108790,0.0,['end'],3,6,2,9,0,0,0,0.0
77947,145.0,"[92708, 79398, 93929, 94039, 79288, 77946]",5,7,4,8,1,4,93929,220.0
79398,0.0,['end'],5,6,3,8,0,0,0,0.0
93929,0.0,['end'],4,6,4,7,0,0,0,0.0
94039,0.0,['end'],4,6,3,8,0,0,0,0.0
79288,0.0,['end'],5,6,4,7,0,0,0,0.0
88575,422.0,"[103336, 90026, 104557, 104667, 89916, 88574]",4,10,4,10,3,1,103336,100.0
103336,267.0,"[119428, 104677, 103335, 118097, 104787, 119318]",3,10,3,10,2,4,119318,220.0
118097,145.0,"[134189, 119438, 118096, 132858, 119548, 134079]",2,10,2,10,1,4,134079,220.0
132858,0.0,['end'],1,10,1,10,0,0,0,0.0
90026,267.0,"[106118, 91367, 90025, 104787, 91477, 106008]",4,9,3,10,2,4,106008,220.0
104787,145.0,"[120769, 120879, 106128, 104786, 119548, 106238]",3,9,2,10,1,4,120769,220.0
119548,0.0,['end'],2,9,1,10,0,0,0,0.0
91477,145.0,"[92928, 107459, 107569, 92818, 91476, 106238]",4,8,2,10,1,4,107459,220.0
92928,0.0,['end'],4,7,1,10,0,0,0,0.0
106238,0.0,['end'],3,8,1,10,0,0,0,0.0
104557,267.0,"[120649, 105898, 104556, 119318, 106008, 120539]",3,9,4,9,2,4,120539,220.0
119318,145.0,"[120769, 135300, 135410, 120659, 119317, 134079]",2,9,3,9,1,4,135300,220.0
134079,0.0,['end'],1,9,2,9,0,0,0,0.0
120539,145.0,"[135300, 121990, 136521, 136631, 121880, 120538]",2,8,4,8,1,4,136521,220.0
135300,0.0,['end'],1,8,3,8,0,0,0,0.0
136521,0.0,['end'],1,7,4,7,0,0,0,0.0
104667,267.0,"[119428, 106118, 120649, 120759, 106008, 104666]",3,9,3,10,2,4,120649,220.0
119428,145.0,"[135520, 120769, 119427, 134189, 120879, 135410]",2,9,2,10,1,4,135410,220.0
134189,0.0,['end'],1,9,1,10,0,0,0,0.0
106118,145.0,"[122210, 107459, 106117, 120879, 107569, 122100]",3,8,2,10,1,4,122100,220.0
120879,0.0,['end'],2,8,1,10,0,0,0,0.0
107569,0.0,['end'],3,7,1,10,0,0,0,0.0
120649,145.0,"[136741, 121990, 120648, 135410, 122100, 136631]",2,8,3,9,1,4,136631,220.0
135410,0.0,['end'],1,8,2,9,0,0,0,0.0
136631,0.0,['end'],1,7,3,8,0,0,0,0.0
120759,145.0,"[135520, 122210, 136741, 136851, 122100, 120758]",2,8,2,10,1,4,136741,220.0
135520,0.0,['end'],1,8,1,10,0,0,0,0.0
122210,0.0,['end'],2,7,1,10,0,0,0,0.0
136741,0.0,['end'],1,7,2,9,0,0,0,0.0
136851,0.0,['end'],1,7,1,10,0,0,0,0.0
89916,267.0,"[104677, 91367, 105898, 106008, 91257, 89915]",4,9,4,9,2,4,105898,220.0
104677,145.0,"[120769, 106018, 104676, 119438, 106128, 120659]",3,9,3,9,1,4,120659,220.0
119438,0.0,['end'],2,9,2,9,0,0,0,0.0
91367,145.0,"[107459, 92708, 91366, 106128, 92818, 107349]",4,8,3,9,1,4,107349,220.0
106128,0.0,['end'],3,8,2,9,0,0,0,0.0
92818,0.0,['end'],4,7,2,9,0,0,0,0.0
105898,145.0,"[121990, 107239, 105897, 120659, 107349, 121880]",3,8,4,8,1,4,121880,220.0
120659,0.0,['end'],2,8,3,8,0,0,0,0.0
121880,0.0,['end'],2,7,4,7,0,0,0,0.0
106008,145.0,"[120769, 107459, 121990, 122100, 107349, 106007]",3,8,3,9,1,4,121990,220.0
120769,0.0,['end'],2,8,2,9,0,0,0,0.0
107459,0.0,['end'],3,7,2,9,0,0,0,0.0
121990,0.0,['end'],2,7,3,8,0,0,0,0.0
122100,0.0,['end'],2,7,2,9,0,0,0,0.0
91257,145.0,"[106018, 92708, 107239, 107349, 92598, 91256]",4,8,4,8,1,4,107239,220.0
106018,0.0,['end'],3,8,3,8,0,0,0,0.0
92708,0.0,['end'],4,7,3,8,0,0,0,0.0
107239,0.0,['end'],3,7,4,7,0,0,0,0.0
107349,0.0,['end'],3,7,3,8,0,0,0,0.0
92598,0.0,['end'],4,7,4,7,0,0,0,0.0
65609,764.0,"[81701, 66950, 65608, 80370, 67060, 81591]",6,5,7,8,5,3,81701,200.0
81701,599.0,"[97793, 83042, 81700, 96462, 83152, 97683]",5,4,6,8,4,3,97793,200.0
97793,422.0,"[97792, 112554, 99244, 113775, 113885, 99134]",4,3,5,8,3,1,112554,100.0
113885,267.0,"[128646, 115336, 129867, 129977, 115226, 113884]",3,2,4,8,2,4,129867,220.0
129977,145.0,"[144738, 131428, 145959, 146069, 131318, 129976]",2,1,3,8,1,4,145959,220.0
146069,0.0,['end'],1,0,2,8,0,0,0,0.0
66950,599.0,"[83042, 68291, 66949, 81711, 68401, 82932]",6,4,7,7,4,3,83042,200.0
68291,422.0,"[69632, 68290, 83052, 69742, 84273, 84383]",6,3,7,6,3,1,83052,100.0
69632,267.0,"[84393, 71083, 85614, 85724, 70973, 69631]",6,2,7,5,2,4,85614,220.0
70973,145.0,"[85734, 72424, 86955, 87065, 72314, 70972]",6,1,7,4,1,4,86955,220.0
72314,0.0,['end'],6,0,7,3,0,0,0,0.0
80370,599.0,"[96352, 96462, 81711, 80369, 95131, 81821]",5,5,6,8,4,3,96462,200.0
96462,422.0,"[112554, 97803, 96461, 111223, 97913, 112444]",4,4,5,8,3,1,111223,100.0
112554,267.0,"[128646, 113895, 112553, 127315, 114005, 128536]",3,3,4,8,2,4,128536,220.0
128646,145.0,"[144738, 129987, 128645, 143407, 130097, 144628]",2,2,3,8,1,4,144628,220.0
144738,0.0,['end'],1,1,2,8,0,0,0,0.0
81711,422.0,"[97803, 83052, 81710, 96472, 83162, 97693]",5,4,6,7,3,1,96472,100.0
83052,267.0,"[99144, 84393, 83051, 97813, 84503, 99034]",5,3,6,6,2,4,99034,220.0
84393,145.0,"[100485, 85734, 84392, 99154, 85844, 100375]",5,2,6,5,1,4,100375,220.0
85734,0.0,['end'],5,1,6,4,0,0,0,0.0
95131,422.0,"[109892, 96582, 111113, 111223, 96472, 95130]",4,5,5,8,3,1,109892,100.0
109892,267.0,"[125984, 111233, 109891, 124653, 111343, 125874]",3,5,4,8,2,4,125874,220.0
124653,145.0,"[140745, 125994, 124652, 139414, 126104, 140635]",2,5,3,8,1,4,140635,220.0
139414,0.0,['end'],1,5,2,8,0,0,0,0.0
111223,267.0,"[125984, 112674, 127205, 127315, 112564, 111222]",3,4,4,8,2,4,127205,220.0
125984,145.0,"[140745, 127435, 141966, 142076, 127325, 125983]",2,4,3,8,1,4,141966,220.0
140745,0.0,['end'],1,4,2,8,0,0,0,0.0
127315,145.0,"[143297, 143407, 128656, 127314, 142076, 128766]",2,3,3,8,1,4,143297,220.0
143407,0.0,['end'],1,2,2,8,0,0,0,0.0
142076,0.0,['end'],1,3,2,8,0,0,0,0.0
96472,267.0,"[111233, 97923, 112454, 112564, 97813, 96471]",4,4,5,7,2,4,112454,220.0
111233,145.0,"[111232, 125994, 112684, 127215, 127325, 112574]",3,4,4,7,1,4,127215,220.0
125994,0.0,['end'],2,4,3,7,0,0,0,0.0
97813,145.0,"[99264, 113795, 113905, 99154, 97812, 112574]",4,3,5,6,1,4,113795,220.0
99154,0.0,['end'],4,2,5,5,0,0,0,0.0
112574,0.0,['end'],3,3,4,6,0,0,0,0.0
67060,599.0,"[83042, 83152, 68401, 67059, 81821, 68511]",6,4,6,8,4,3,83152,200.0
83152,422.0,"[99244, 84493, 83151, 97913, 84603, 99134]",5,3,5,8,3,1,97913,100.0
99244,267.0,"[115336, 100585, 99243, 114005, 100695, 115226]",4,2,4,8,2,4,115226,220.0
115336,145.0,"[131428, 116677, 115335, 130097, 116787, 131318]",3,1,3,8,1,4,131318,220.0
131428,0.0,['end'],2,0,2,8,0,0,0,0.0
68401,422.0,"[84493, 69742, 68400, 83162, 69852, 84383]",6,3,6,7,3,1,83162,100.0
69742,267.0,"[85834, 71083, 69741, 84503, 71193, 85724]",6,2,6,6,2,4,85724,220.0
71083,145.0,"[87175, 72424, 71082, 85844, 72534, 87065]",6,1,6,5,1,4,87065,220.0
72424,0.0,['end'],6,0,6,4,0,0,0,0.0
81821,422.0,"[96582, 83272, 97803, 97913, 83162, 81820]",5,4,5,8,3,1,96582,100.0
96582,267.0,"[112674, 97923, 96581, 111343, 98033, 112564]",4,4,4,8,2,4,112564,220.0
111343,145.0,"[127435, 112684, 111342, 126104, 112794, 127325]",3,4,3,8,1,4,127325,220.0
126104,0.0,['end'],2,4,2,8,0,0,0,0.0
83162,267.0,"[97923, 84613, 99144, 99254, 84503, 83161]",5,3,5,7,2,4,99144,220.0
97923,145.0,"[99264, 97922, 112684, 99374, 113905, 114015]",4,3,4,7,1,4,113905,220.0
112684,0.0,['end'],3,3,3,7,0,0,0,0.0
84503,145.0,"[99264, 85954, 100485, 100595, 85844, 84502]",5,2,5,6,1,4,100485,220.0
99264,0.0,['end'],4,2,4,6,0,0,0,0.0
85844,0.0,['end'],5,1,5,5,0,0,0,0.0
68511,422.0,"[83272, 69962, 84493, 84603, 69852, 68510]",6,3,5,8,3,1,83272,100.0
69962,267.0,"[86054, 71303, 69961, 84723, 71413, 85944]",6,2,4,8,2,4,85944,220.0
71413,145.0,"[72864, 87395, 87505, 72754, 71412, 86174]",6,1,3,8,1,4,87395,220.0
84603,267.0,"[99364, 86054, 100585, 100695, 85944, 84602]",5,2,4,8,2,4,100585,220.0
86054,145.0,"[102146, 87395, 86053, 100815, 87505, 102036]",5,1,3,8,1,4,102036,220.0
87505,0.0,['end'],5,0,2,8,0,0,0,0.0
100695,145.0,"[115456, 102146, 116677, 116787, 102036, 100694]",4,1,3,8,1,4,116677,220.0
102146,0.0,['end'],4,0,2,8,0,0,0,0.0
116787,0.0,['end'],3,0,2,8,0,0,0,0.0
69852,267.0,"[84613, 71303, 85834, 85944, 71193, 69851]",6,2,5,7,2,4,85834,220.0
71303,145.0,"[87395, 72644, 71302, 86064, 72754, 87285]",6,1,4,7,1,4,87285,220.0
71193,145.0,"[85954, 72644, 87175, 87285, 72534, 71192]",6,1,5,6,1,4,87175,220.0
81591,599.0,"[96352, 83042, 97573, 97683, 82932, 81590]",5,4,7,7,4,3,97683,200.0
96352,422.0,"[111113, 97803, 112334, 112444, 97693, 96351]",4,4,6,7,3,1,111113,100.0
111113,267.0,"[127205, 112454, 111112, 125874, 112564, 127095]",3,4,5,7,2,4,127095,220.0
125874,145.0,"[141856, 141966, 127215, 125873, 140635, 127325]",2,4,4,7,1,4,141856,220.0
140635,0.0,['end'],1,4,3,7,0,0,0,0.0
83042,422.0,"[83041, 97803, 84493, 99024, 99134, 84383]",5,3,6,7,3,1,97803,100.0
97803,267.0,"[113895, 99144, 97802, 112564, 99254, 113785]",4,3,5,7,2,4,113785,220.0
112564,145.0,"[128546, 128656, 113905, 112563, 127325, 114015]",3,3,4,7,1,4,128546,220.0
127325,0.0,['end'],2,3,3,7,0,0,0,0.0
84493,267.0,"[100585, 85834, 84492, 99254, 85944, 100475]",5,2,5,7,2,4,100475,220.0
85944,145.0,"[100705, 87395, 101926, 102036, 87285, 85943]",5,1,4,7,1,4,101926,220.0
87395,0.0,['end'],5,0,3,7,0,0,0,0.0
97573,422.0,"[113665, 98914, 97572, 112334, 99024, 113555]",4,3,7,6,3,1,112334,100.0
112334,267.0,"[128426, 113675, 112333, 127095, 113785, 128316]",3,3,6,6,2,4,128316,220.0
127095,145.0,"[141856, 128546, 143077, 143187, 128436, 127094]",2,3,5,6,1,4,143077,220.0
141856,0.0,['end'],1,3,4,6,0,0,0,0.0
113555,267.0,"[129537, 129647, 114896, 113554, 128316, 115006]",3,2,7,5,2,4,129537,220.0
129537,145.0,"[129536, 144298, 130988, 145519, 145629, 130878]",2,1,7,4,1,4,145519,220.0
145519,0.0,['end'],1,0,7,3,0,0,0,0.0
128316,145.0,"[143077, 129767, 144298, 144408, 129657, 128315]",2,2,6,5,1,4,144298,220.0
143077,0.0,['end'],1,2,5,5,0,0,0,0.0
144298,0.0,['end'],1,1,6,4,0,0,0,0.0
97683,422.0,"[113665, 113775, 99024, 97682, 112444, 99134]",4,3,6,7,3,1,112444,100.0
113665,267.0,"[113664, 128426, 115116, 129647, 129757, 115006]",3,2,6,6,2,4,129647,220.0
129647,145.0,"[145739, 130988, 129646, 144408, 131098, 145629]",2,1,6,5,1,4,145629,220.0
145629,0.0,['end'],1,0,6,4,0,0,0,0.0
113775,267.0,"[129867, 115116, 113774, 128536, 115226, 129757]",3,2,5,7,2,4,129757,220.0
129867,145.0,"[145959, 131208, 129866, 144628, 131318, 145849]",2,1,4,7,1,4,145849,220.0
145959,0.0,['end'],1,0,3,7,0,0,0,0.0
129757,145.0,"[144518, 131208, 145739, 145849, 131098, 129756]",2,1,5,6,1,4,145739,220.0
145739,0.0,['end'],1,0,5,5,0,0,0,0.0
145849,0.0,['end'],1,0,4,6,0,0,0,0.0
